"","Class","date","plant.stand","precip","temp","hail","crop.hist","area.dam","sever","seed.tmt","germ","plant.growth","leaves","leaf.halo","leaf.marg","leaf.size","leaf.shread","leaf.malf","leaf.mild","stem","lodging","stem.cankers","canker.lesion","fruiting.bodies","ext.decay","mycelium","int.discolor","sclerotia","fruit.pods","fruit.spots","seed","mold.growth","seed.discolor","seed.size","shriveling","roots"
"159","bacterial-blight","2","0","1","1","0","3","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","bacterial-blight","4","1","2","2","1","2","1","1","1","2","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161","bacterial-pustule","2","1","1","2","0","2","2","0","0","2","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"162","bacterial-pustule","3","0","2","0","1","2","3","1","1","1","1","1","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"163","bacterial-pustule","2","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"164","bacterial-pustule","4","1","2","1","0","3","0","1","0","2","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"165","bacterial-pustule","3","0","2","1","1","1","1","1","0","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1"
"166","bacterial-pustule","3","1","1","0","0","2","0","0","0","2","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"167","bacterial-pustule","3","0","1","1","1","2","3","0","0","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0"
"168","bacterial-pustule","3","1","2","1","0","0","2","1","0","2","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"169","bacterial-pustule","4","0","1","1","1","1","3","0","0","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0"
"170","bacterial-pustule","5","1","1","1","0","2","0","0","1","2","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"171","purple-seed-stain","6","0","2","0","1","2","2","0","0","0","0","0","0","2","2","0","0","0","1","1","0","3","0","0","0","0","0","1","1","1","0","1","0","0","0"
"172","purple-seed-stain","6","0","2","0","0","2","2","0","1","1","0","1","2","0","0","0","0","0","1","0","0","3","0","0","0","0","0","1","1","1","0","1","0","0","0"
"173","purple-seed-stain","4","0","2","1","1","1","1","0","1","2","0","0","0","2","2","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","1","0","0","0"
"174","purple-seed-stain","4","0","2","1","1","0","0","0","0","1","0","1","2","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","1","0","1","0","0","0"
"175","purple-seed-stain","4","0","2","0","0","0","0","0","0","2","0","1","2","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","1","0","0","0"
"176","purple-seed-stain","6","0","2","2","0","2","2","0","0","1","0","1","2","0","0","0","0","0","1","0","0","3","0","0","0","0","0","1","1","1","0","1","0","0","0"
"177","purple-seed-stain","3","0","2","0","1","0","0","0","0","1","0","0","0","2","2","0","0","0","0","1","0","3","0","0","0","0","0","0","0","1","0","1","0","0","0"
"178","purple-seed-stain","3","0","2","1","1","3","3","0","1","1","0","0","0","2","2","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","1","0","0","0"
"179","purple-seed-stain","5","0","2","1","0","1","1","0","0","0","0","1","2","0","0","0","0","0","1","0","0","3","0","0","0","0","0","1","1","1","0","1","0","0","0"
"180","purple-seed-stain","4","0","2","1","0","0","0","0","1","1","0","0","0","2","2","0","0","0","1","0","0","3","0","0","0","0","0","0","0","1","0","1","0","0","0"
"181","anthracnose","5","1","2","1","0","3","3","1","1","0","0","0","0","2","2","0","0","0","1","0","3","2","0","0","0","0","0","1","2","0","0","0","0","0","0"
"182","anthracnose","5","1","2","2","1","2","2","0","1","2","0","1","0","2","2","0","0","0","1","0","3","1","1","1","0","0","0","1","2","1","1","1","0","1","0"
"183","anthracnose","6","0","2","1","0","1","1","1","1","1","0","0","0","2","2","0","0","0","1","0","3","2","1","0","0","0","0","1","2","1","1","0","1","1","0"
"184","anthracnose","2","1","2","2","1","0","0","1","0","0","1","1","0","2","2","0","0","0","1","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"185","anthracnose","3","0","2","1","0","3","3","1","0","0","1","1","0","2","2","0","0","0","1","0","3","2","1","1","0","0","0","1","2","1","1","1","0","0","0"
"186","anthracnose","4","1","2","2","1","2","2","1","0","1","1","1","0","2","2","0","0","0","1","0","3","1","1","1","0","0","0","1","2","0","0","0","0","0","0"
"187","anthracnose","6","0","2","1","0","2","2","1","0","1","0","0","0","2","2","0","0","0","1","0","3","2","1","0","0","0","0","1","2","1","1","0","1","1","0"
"188","anthracnose","1","0","2","1","0","1","1","1","1","1","1","1","0","2","2","0","0","0","1","0","2","2","0","1","0","0","0","0","0","1","0","1","0","0","0"
"189","anthracnose","6","1","2","1","0","2","2","1","1","1","0","0","0","2","2","0","0","0","1","0","3","2","1","0","0","0","0","1","2","1","1","0","1","1","0"
"190","anthracnose","5","0","2","1","0","1","1","1","2","2","1","1","0","2","2","0","0","0","1","0","3","2","1","1","0","0","0","1","2","1","1","1","0","0","0"
"191","anthracnose","5","1","2","2","1","3","3","0","1","2","1","1","0","2","2","0","0","0","1","1","3","2","1","1","0","0","0","1","2","0","0","0","0","0","0"
"192","anthracnose","0","0","2","1","0","3","3","1","1","2","1","1","0","2","2","0","0","0","1","0","2","2","0","1","0","0","0","0","0","1","1","0","1","0","0"
"193","anthracnose","6","0","2","1","0","2","2","0","0","0","1","1","0","2","2","0","0","0","1","0","3","1","1","1","0","0","0","1","2","1","0","1","1","1","0"
"194","anthracnose","5","1","2","1","0","1","1","1","0","1","0","0","0","2","2","0","0","0","1","0","3","2","0","0","0","0","0","1","2","1","1","0","1","1","0"
"195","anthracnose","5","0","2","1","0","2","2","1","0","2","0","0","0","2","2","0","0","0","1","0","3","2","1","0","0","0","0","1","2","0","0","0","0","0","0"
"196","anthracnose","6","1","2","2","1","0","0","1","0","1","0","1","0","2","2","0","0","0","1","0","3","1","1","1","0","0","0","1","2","0","0","0","0","0","0"
"197","anthracnose","5","0","2","1","0","1","1","1","0","0","0","0","0","2","2","0","0","0","1","0","3","2","1","0","0","0","0","1","2","1","1","0","1","1","0"
"198","anthracnose","6","1","2","2","1","3","3","0","2","1","0","1","0","2","2","0","0","0","1","1","3","2","1","1","0","0","0","1","2","0","0","0","0","0","0"
"199","anthracnose","5","1","2","1","0","3","3","1","0","1","0","0","0","2","2","0","0","0","1","0","3","2","0","0","0","0","0","1","2","1","1","0","1","1","0"
"200","anthracnose","5","1","2","1","0","2","2","1","1","1","0","0","0","2","2","0","0","0","1","0","3","2","0","0","0","0","0","1","2","1","1","0","1","1","0"
"201","phyllosticta-leaf-spot","3","1","1","1","0","0","2","0","0","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202","phyllosticta-leaf-spot","3","0","0","1","1","0","2","0","0","1","0","1","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"203","phyllosticta-leaf-spot","3","1","1","1","0","0","0","0","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"204","phyllosticta-leaf-spot","3","0","0","1","1","2","0","0","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"205","phyllosticta-leaf-spot","3","1","1","2","0","3","2","0","1","1","0","1","2","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"206","phyllosticta-leaf-spot","2","0","0","1","1","0","3","0","2","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"207","phyllosticta-leaf-spot","1","0","0","2","1","3","2","1","1","1","0","1","2","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"208","phyllosticta-leaf-spot","2","1","1","1","0","2","2","1","1","1","0","1","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"209","phyllosticta-leaf-spot","2","0","0","2","1","3","0","1","1","0","1","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"210","phyllosticta-leaf-spot","2","1","1","2","0","3","3","0","2","2","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"211","alternarialeaf-spot","4","1","2","1","0","1","1","1","1","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"212","alternarialeaf-spot","4","0","1","1","0","3","3","1","0","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"213","alternarialeaf-spot","3","0","2","1","0","0","0","1","0","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"214","alternarialeaf-spot","6","0","2","2","0","3","3","0","1","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"215","alternarialeaf-spot","6","0","1","1","1","2","2","0","2","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"216","alternarialeaf-spot","5","0","2","2","0","3","3","1","0","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"217","alternarialeaf-spot","6","0","1","1","0","3","3","0","1","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"218","alternarialeaf-spot","5","1","2","2","0","3","1","0","0","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"219","alternarialeaf-spot","6","0","2","2","0","3","3","0","1","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"220","alternarialeaf-spot","6","0","2","2","0","3","2","1","1","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"221","alternarialeaf-spot","5","0","2","2","0","2","3","0","0","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"222","alternarialeaf-spot","4","1","2","1","0","3","0","1","1","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"223","alternarialeaf-spot","6","0","2","1","0","1","1","0","1","0","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"224","alternarialeaf-spot","5","0","2","2","0","2","2","1","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"225","alternarialeaf-spot","5","1","2","1","0","0","0","0","0","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"226","alternarialeaf-spot","4","0","2","1","0","2","2","0","0","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"227","alternarialeaf-spot","4","0","2","1","0","1","1","1","1","1","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"228","alternarialeaf-spot","5","0","2","1","0","2","1","0","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"229","alternarialeaf-spot","6","0","2","2","0","3","2","0","1","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"230","alternarialeaf-spot","6","1","2","2","0","1","1","0","1","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"231","alternarialeaf-spot","5","1","2","2","0","3","1","1","0","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232","alternarialeaf-spot","5","1","2","2","0","3","3","1","1","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"233","alternarialeaf-spot","4","1","2","1","0","2","1","0","0","2","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"234","alternarialeaf-spot","6","1","1","2","0","2","2","0","2","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"235","alternarialeaf-spot","4","1","2","1","0","1","2","1","1","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"236","alternarialeaf-spot","6","1","2","2","0","2","1","0","1","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237","alternarialeaf-spot","4","1","2","1","0","0","3","0","0","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"238","alternarialeaf-spot","4","0","2","2","0","3","3","1","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"239","alternarialeaf-spot","5","0","2","2","0","2","3","1","0","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"240","alternarialeaf-spot","3","0","2","1","0","0","0","1","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"241","alternarialeaf-spot","5","0","2","1","0","1","2","0","1","0","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"242","alternarialeaf-spot","5","0","2","2","0","1","1","0","1","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"243","alternarialeaf-spot","4","0","2","2","0","1","1","1","0","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"244","alternarialeaf-spot","5","1","2","1","0","3","3","0","1","2","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"245","alternarialeaf-spot","6","0","2","1","0","2","1","0","0","1","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"246","alternarialeaf-spot","5","0","2","1","0","0","3","0","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"247","alternarialeaf-spot","6","0","2","1","0","0","3","0","0","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"248","alternarialeaf-spot","5","1","2","2","0","2","1","1","0","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"249","alternarialeaf-spot","5","0","2","1","0","3","0","0","1","0","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"250","alternarialeaf-spot","6","0","2","1","0","1","2","0","1","1","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"251","frog-eye-leaf-spot","6","0","1","2","0","3","3","0","0","0","0","1","2","0","1","0","0","0","1","0","3","2","1","1","0","0","0","1","2","1","0","0","0","0","0"
"252","frog-eye-leaf-spot","4","0","1","2","0","1","1","0","1","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"253","frog-eye-leaf-spot","5","0","1","1","0","2","1","0","0","0","0","1","2","0","1","0","0","0","1","0","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"254","frog-eye-leaf-spot","5","1","2","1","0","3","2","0","0","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"255","frog-eye-leaf-spot","6","1","2","2","0","3","3","0","1","2","0","1","2","0","1","0","0","0","1","0","3","2","0","1","0","0","0","1","1","0","0","0","0","0","0"
"256","frog-eye-leaf-spot","4","0","1","1","0","3","3","1","1","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"257","frog-eye-leaf-spot","3","0","2","1","0","2","3","0","1","1","0","1","2","0","1","0","0","0","1","0","3","2","0","1","0","0","0","1","1","0","0","0","0","0","0"
"258","frog-eye-leaf-spot","5","0","2","2","0","2","2","0","0","1","0","1","2","0","1","0","0","0","1","0","3","2","0","1","0","0","0","1","1","0","0","0","0","0","0"
"259","frog-eye-leaf-spot","5","0","2","1","0","1","1","1","1","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"260","frog-eye-leaf-spot","5","0","2","2","0","2","3","0","1","1","0","1","2","0","1","0","0","0","1","0","3","2","0","1","0","0","0","1","1","0","0","0","0","0","0"
"261","frog-eye-leaf-spot","5","0","2","1","0","0","1","0","1","1","0","1","2","0","1","0","0","0","1","0","3","2","0","1","0","0","0","1","1","0","0","0","0","0","0"
"262","frog-eye-leaf-spot","4","0","2","1","0","2","3","0","1","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"263","frog-eye-leaf-spot","4","0","2","2","0","1","1","1","1","0","0","1","2","0","1","0","0","0","1","0","3","2","0","1","0","0","0","1","1","0","0","0","0","0","0"
"264","frog-eye-leaf-spot","4","0","2","1","0","2","1","1","1","1","0","1","2","0","1","0","0","0","1","0","3","1","0","1","0","0","0","1","1","0","0","0","0","0","0"
"265","frog-eye-leaf-spot","3","1","2","1","0","3","2","1","0","2","0","1","2","0","1","0","0","0","1","0","3","2","0","1","0","0","0","1","1","0","0","0","0","0","0"
"266","frog-eye-leaf-spot","5","0","2","1","0","3","0","1","0","1","0","1","2","0","1","0","0","0","1","0","3","1","0","1","0","0","0","1","1","0","0","0","0","0","0"
"267","frog-eye-leaf-spot","5","0","2","2","0","1","1","0","1","0","0","1","2","0","1","0","0","0","1","0","3","2","0","1","0","0","0","1","1","0","0","0","0","0","0"
"268","frog-eye-leaf-spot","4","0","2","2","0","1","2","1","0","0","0","1","2","0","1","0","0","0","1","0","3","2","0","1","0","0","0","1","1","0","0","0","0","0","0"
"269","frog-eye-leaf-spot","5","0","2","2","0","2","1","0","1","1","0","1","2","0","1","0","0","0","1","0","3","2","0","1","0","0","0","1","1","0","0","0","0","0","0"
"270","frog-eye-leaf-spot","5","0","2","1","0","3","0","1","0","0","0","1","2","0","1","0","0","0","1","0","3","1","0","1","0","0","0","1","1","0","0","0","0","0","0"
"271","frog-eye-leaf-spot","3","0","2","1","0","1","2","1","0","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"272","frog-eye-leaf-spot","6","0","1","2","0","3","3","0","1","0","0","1","2","0","1","0","0","0","1","0","3","2","1","0","0","0","0","1","2","1","0","1","1","1","0"
"273","frog-eye-leaf-spot","5","0","1","1","0","1","3","1","2","0","0","1","2","0","1","0","0","0","1","0","3","0","1","0","0","0","0","1","1","0","0","0","0","0","0"
"274","frog-eye-leaf-spot","5","0","2","1","0","3","2","1","0","0","0","1","2","0","1","0","0","0","1","0","3","1","0","1","0","0","0","1","1","0","0","0","0","0","0"
"275","frog-eye-leaf-spot","5","1","2","1","0","3","3","0","1","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"276","frog-eye-leaf-spot","3","1","2","1","0","3","0","1","0","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"277","frog-eye-leaf-spot","6","1","2","2","0","3","1","0","1","2","0","1","2","0","1","0","0","0","1","0","3","2","0","1","0","0","0","1","1","0","0","0","0","0","0"
"278","frog-eye-leaf-spot","4","0","2","1","0","1","2","1","0","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"279","frog-eye-leaf-spot","4","0","2","2","0","1","0","1","0","0","0","1","2","0","1","0","0","0","1","0","3","2","0","1","0","0","0","1","1","0","0","0","0","0","0"
"280","frog-eye-leaf-spot","6","1","2","2","0","3","0","0","0","2","0","1","2","0","1","0","0","0","1","0","3","2","0","1","0","0","0","1","1","0","0","0","0","0","0"
"281","frog-eye-leaf-spot","5","1","2","2","0","3","3","0","1","2","0","1","2","0","1","0","0","0","1","0","3","2","0","1","0","0","0","1","1","0","0","0","0","0","0"
"282","frog-eye-leaf-spot","4","0","2","1","0","0","1","1","1","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"283","frog-eye-leaf-spot","4","0","2","1","0","2","3","1","1","1","0","1","2","0","1","0","0","0","1","0","3","1","0","1","0","0","0","1","1","0","0","0","0","0","0"
"284","frog-eye-leaf-spot","4","1","1","2","0","1","1","0","2","2","1","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"285","frog-eye-leaf-spot","4","0","2","1","0","2","0","0","0","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"286","frog-eye-leaf-spot","5","1","2","1","0","1","2","1","0","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"287","frog-eye-leaf-spot","4","0","2","2","0","1","3","1","1","0","0","1","2","0","1","0","0","0","1","0","3","2","0","1","0","0","0","1","1","0","0","0","0","0","0"
"288","frog-eye-leaf-spot","5","0","2","1","0","1","2","0","0","0","0","1","2","0","1","0","0","0","1","0","3","2","0","1","0","0","0","1","1","0","0","0","0","0","0"
"289","frog-eye-leaf-spot","5","0","2","2","0","2","0","0","0","1","0","1","2","0","1","0","0","0","1","0","3","2","0","1","0","0","0","1","1","0","0","0","0","0","0"
"290","frog-eye-leaf-spot","5","1","2","1","0","2","3","0","1","2","0","1","2","0","1","0","0","0","1","0","3","2","0","1","0","0","0","1","1","0","0","0","0","0","0"
"291","diaporthe-pod-&-stem-blight","5","0","2","2",NA,"3","3",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"1",NA,"0","0","1","0","0","0","0","1","2","0","1","1","1","1",NA
"292","diaporthe-pod-&-stem-blight","6","0","2","2",NA,"2","3",NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"1",NA,"0","0","1","0","0","0","0","1","2","1","1","1","1","1",NA
"293","diaporthe-pod-&-stem-blight","5","0","2","2",NA,"3","3",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"1",NA,"0","0","1","0","0","0","0","1","2","1","1","1","1","1",NA
"294","diaporthe-pod-&-stem-blight","1","1","1","2",NA,"3","0",NA,NA,"2","0","0",NA,NA,NA,NA,NA,NA,"1",NA,"0","0","1","0","0","0","0","1","2","0","1","1","1","1",NA
"295","diaporthe-pod-&-stem-blight","5",NA,"2","2",NA,"2","3",NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"1",NA,"0","0","1","0","0","0","0","1","2","1","1","1","1","1",NA
"296","diaporthe-pod-&-stem-blight","5","0","2","2",NA,"2","3",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"1",NA,"0","0","1","0","0","0","0","1","2","1","1","1","1","1",NA
"297","cyst-nematode","2",NA,NA,NA,NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","0",NA,"1",NA,"2"
"298","cyst-nematode","3",NA,NA,NA,NA,"3","2",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","0",NA,"1",NA,"2"
"299","cyst-nematode","4",NA,NA,NA,NA,"3","2",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","0",NA,"1",NA,"2"
"300","cyst-nematode","3",NA,NA,NA,NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","0",NA,"1",NA,"2"
"301","cyst-nematode","3",NA,NA,NA,NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","0",NA,"1",NA,"2"
"302","cyst-nematode","4",NA,NA,NA,NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","0",NA,"1",NA,"2"
"303","2-4-d-injury",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","2","2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","herbicide-injury","1","1",NA,"0",NA,"1","0",NA,NA,NA,"1","1","2","1","1","0","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"1"
"305","herbicide-injury","0","1",NA,"0",NA,"0","3",NA,NA,NA,"1","1","0","2","2","0","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"1"
"306","herbicide-injury","1","1",NA,"0",NA,"0","0",NA,NA,NA,"1","1","0","2","2","0","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"1"
"307","herbicide-injury","1","1",NA,"0",NA,"1","3",NA,NA,NA,"1","1","2","1","1","0","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"1"
"308","diaporthe-stem-canker","6","0","2","1","0","1","0","1","0","2","1","1","0","2","2","0","0","0","1","0","3","1","1","1","0","0","0","0","4","0","0","0","0","0","0"
"309","diaporthe-stem-canker","3","0","2","1","0","2","0","2","1","1","1","1","0","2","2","0","0","0","1","0","3","0","1","1","0","0","0","0","4","0","0","0","0","0","0"
"310","diaporthe-stem-canker","4","0","2","1","0","3","0","2","0","2","1","1","0","2","2","0","0","0","1","0","3","1","1","1","0","0","0","0","4","0","0","0","0","0","0"
"311","diaporthe-stem-canker","5","0","2","1","0","1","0","1","0","1","1","1","0","2","2","0","0","0","1","0","3","0","1","1","0","0","0","0","4","0","0","0","0","0","0"
"312","diaporthe-stem-canker","3","0","2","1","0","3","0","1","0","1","1","1","0","2","2","0","0","0","1","0","3","0","1","1","0","0","0","0","4","0","0","0","0","0","0"
"313","diaporthe-stem-canker","5","0","2","1","0","2","0","1","1","0","1","1","0","2","2","0","0","0","1","0","3","0","1","1","0","0","0","0","4","0","0","0","0","0","0"
"314","diaporthe-stem-canker","5","0","2","1","0","3","1","1","1","2","1","1","0","2","2","0","0","0","1","1","3","0","1","1","0","0","0","0","4","0","0","0","0","0","0"
"315","diaporthe-stem-canker","3","0","2","1","0","2","1","1","0","1","1","1","0","2","2","0","0","0","1","1","3","0","1","1","0","0","0","0","4","0","0","0","0","0","0"
